"reach","urbanized","restored","water","observation_date","observer_intitials","transect","location","time_start","time_end","common_name","scientific_name","quantity","surveys_notes","surveys_observation_notes"
"Price","Urban","NotRestored","Perennial",2013-03-17,"BTR,MJB","downstream","center","12:27:00","12:39:00","Unidentified Lizard",NA,1,NA,"very dark, most likely UROR"
"Price","Urban","NotRestored","Perennial",2013-03-17,"BTR,MJB","downstream","south","12:41:00","12:51:00",NA,NA,NA,"DWN_S: approx 10m of northern end, approx 3m wide on west side of plot is puddled water with cattails",NA
"Tonto","NonUrban","NotRestored","Perennial",2013-03-18,"BTR,MJB","upstream","south","09:53:00","10:13:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2013-03-18,"BTR,MJB","upstream","center","10:18:00","10:31:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2013-03-18,"BTR,MJB","upstream","north","10:35:00","10:51:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2013-03-18,"BTR,MJB","midstream","north","11:11:00","11:33:00","Unidentified Lizard",NA,1,NA,"approx 7cm body length, light colored, too fast to see anything else"
"Tonto","NonUrban","NotRestored","Perennial",2013-03-18,"BTR,MJB","midstream","north","11:11:00","11:33:00","Zebra-tailed Lizard","Callisaurus draconoides",3,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2013-03-18,"BTR,MJB","downstream","north","12:01:00","12:15:00",NA,NA,NA,"DWN_N: saw female LEGO 'trying out' a nest then mating with male LEGO.",NA
"Tonto","NonUrban","NotRestored","Perennial",2013-03-18,"BTR,MJB","downstream","center","12:18:00","12:36:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2013-03-18,"BTR,MJB","downstream","south","12:39:00","12:51:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2013-03-18,"BTR,MJB","midstream","center","13:00:00","13:13:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2013-03-18,"BTR,MJB","midstream","south","13:22:00","13:34:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2013-04-07,"BTR,MJB","downstream","north","07:48:00","07:55:00",NA,NA,NA,"DWN_N: water in plot from irrigation",NA
"Rio","Urban","Restored","Perennial",2013-04-07,"BTR,MJB","midstream","center","08:02:00","08:13:00","Unidentified Lizard",NA,1,NA,"either ASTI or UTST. Under same large concrete piece than during last survey; last survey ID = ASTI"
"Rio","Urban","Restored","Perennial",2013-04-07,"BTR,MJB","midstream","north","08:21:00","08:32:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2013-04-07,"BTR,MJB","upstream","north","09:05:00","09:23:00","Unidentified Lizard",NA,1,NA,"possible UTST"
"Rio","Urban","Restored","Perennial",2013-04-07,"BTR,MJB","upstream","center","09:28:00","09:39:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2013-04-07,"BTR,MJB","upstream","south","10:00:00","10:08:00","Unidentified Snake Skin",NA,1,NA,"Keyed snake skin and it is most likely garter snake sp."
"Rio","Urban","Restored","Perennial",2013-04-07,"BTR,MJB","downstream","south","10:28:00","10:36:00","Tiger Whiptail ","Aspidoscelis tigris",2,NA,NA
"Rio","Urban","Restored","Perennial",2013-04-07,"BTR,MJB","downstream","center","10:43:00","10:57:00",NA,NA,NA,"DWN_C: lots of standing water in plot (approx 10m), water from storm drain",NA
"Rio","Urban","Restored","Perennial",2013-04-07,"BTR,MJB","midstream","south","11:03:00","11:14:00","American Bullfrog","Lithobates catesbeiana",1,"MID_S: water for 2m on northern end of plot",NA
"Rio","Urban","Restored","Perennial",2013-04-07,"BTR,MJB","midstream","south","11:03:00","11:14:00","Tiger Whiptail ","Aspidoscelis tigris",2,"MID_S: water for 2m on northern end of plot",NA
"Priest","Urban","NotRestored","Perennial",2013-04-10,"BTR,MJB","midstream","north","08:29:00","08:40:00",NA,NA,NA,"MID_N: the ground is moist for 5m of south end of plot",NA
"Priest","Urban","NotRestored","Perennial",2013-04-10,"BTR,MJB","upstream","north","08:51:00","09:02:00",NA,NA,NA,"UP_N: the ground is moist under rocks for 5m of southern end of plot",NA
"Priest","Urban","NotRestored","Perennial",2013-04-10,"BTR,MJB","midstream","center","09:13:00","09:26:00",NA,NA,NA,"MID_C: whole plot ground is saturated (under rocks)",NA
"Priest","Urban","NotRestored","Perennial",2013-04-10,"BTR,MJB","downstream","center","09:37:00","09:46:00",NA,NA,NA,"DWN_C: ground is moist for 2m of south end of plot",NA
"Priest","Urban","NotRestored","Perennial",2013-04-10,"BTR,MJB","downstream","north","10:00:00","10:13:00",NA,NA,NA,"DWN_N: ground is moist uner rocks for 10m of south end of plot",NA
"Priest","Urban","NotRestored","Perennial",2013-04-10,"BTR,MJB","downstream","south","10:52:00","11:03:00",NA,NA,NA,"DWN_S: ground is moist under rocks for 4m of north end of plot",NA
"Priest","Urban","NotRestored","Perennial",2013-04-10,"BTR,MJB","midstream","south","11:11:00","11:25:00","Unidentified Lizard",NA,1,"MID_S: ground is moist under rocks for 2m of north end of plot",NA
"Priest","Urban","NotRestored","Perennial",2013-04-10,"BTR,MJB","midstream","south","11:11:00","11:25:00","Common Side-blotched Lizard","Uta stansburiana",2,"MID_S: ground is moist under rocks for 2m of north end of plot",NA
"Priest","Urban","NotRestored","Perennial",2013-04-10,"BTR,MJB","upstream","south","11:35:00","11:41:00",NA,NA,NA,"UP_S: saw UTST approx 3m north of end of plot",NA
"Priest","Urban","NotRestored","Perennial",2013-04-10,"BTR,MJB","upstream","center","11:47:00","11:57:00",NA,NA,NA,"UP_C: the ground of the whole plot is saturated under rocks",NA
"Ave35","Urban","NotRestored","Ephemeral",2013-04-12,"BTR,MJB","upstream","north","08:38:00","08:46:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-04-12,"BTR,MJB","upstream","center","08:49:00","08:59:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-04-12,"BTR,MJB","upstream","south","09:01:00","09:11:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-04-12,"BTR,MJB","midstream","south","09:19:00","09:26:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-04-12,"BTR,MJB","midstream","center","09:29:00","09:35:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-04-12,"BTR,MJB","midstream","north","09:40:00","10:01:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-04-12,"BTR,MJB","downstream","north","10:23:00","10:33:00","Zebra-tailed Lizard","Callisaurus draconoides",2,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-04-12,"BTR,MJB","downstream","north","10:23:00","10:33:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-04-12,"BTR,MJB","downstream","center","10:35:00","10:41:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-04-12,"BTR,MJB","downstream","south","10:43:00","10:47:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2013-04-13,"BTR,MJB","downstream","south","09:03:00","09:13:00",NA,NA,NA,"DWN_S: saw UTST approx 2m south of south end of plot",NA
"Price","Urban","NotRestored","Perennial",2013-04-13,"BTR,MJB","downstream","center","09:15:00","09:25:00",NA,NA,NA,"DWN_C: 1 bark scorpion",NA
"Price","Urban","NotRestored","Perennial",2013-04-13,"BTR,MJB","downstream","north","09:29:00","09:39:00",NA,NA,NA,"DWN_N: standing water present in approx 10m of N end western half of plot",NA
"Price","Urban","NotRestored","Perennial",2013-04-13,"BTR,MJB","midstream","center","09:48:00","10:05:00",NA,NA,NA,"MID_C: 1-2 m of puddled water in small diversion channel; 3 bark scorpions in blanket",NA
"Price","Urban","NotRestored","Perennial",2013-04-13,"BTR,MJB","midstream","north","10:09:00","10:18:00",NA,NA,NA,"MID_N: Saw ATSI within 10 m of north end of plot. Most of plot soil is moist under rocks",NA
"Price","Urban","NotRestored","Perennial",2013-04-13,"BTR,MJB","upstream","north","10:30:00","10:47:00","Tiger Whiptail ","Aspidoscelis tigris",2,NA,NA
"Price","Urban","NotRestored","Perennial",2013-04-13,"BTR,MJB","upstream","center","11:00:00","11:07:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"in tire"
"Price","Urban","NotRestored","Perennial",2013-04-13,"BTR,MJB","upstream","south","11:15:00","11:31:00","Common Side-blotched Lizard","Uta stansburiana",2,"UP_S: ground much more dry than last survey; soil a bit moist under rocks in wash at southern end of plot",NA
"Price","Urban","NotRestored","Perennial",2013-04-13,"BTR,MJB","midstream","south","11:44:00","11:51:00",NA,NA,NA,"MID_S: saw 2 UTST within 5m of north end of plot",NA
"Ave67","Urban","NotRestored","Ephemeral",2013-04-14,"BTR,MJB","downstream","south","08:48:00","08:50:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2013-04-14,"BTR,MJB","downstream","center","08:54:00","09:06:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2013-04-14,"BTR,MJB","downstream","north","09:11:00","09:16:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2013-04-14,"BTR,MJB","midstream","north","09:25:00","09:37:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2013-04-14,"BTR,MJB","midstream","north","09:25:00","09:37:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2013-04-14,"BTR,MJB","midstream","center","09:41:00","09:49:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2013-04-14,"BTR,MJB","midstream","south","09:58:00","10:08:00","Unidentified Lizard",NA,1,NA,"UTST or CADR?"
"Ave67","Urban","NotRestored","Ephemeral",2013-04-14,"BTR,MJB","upstream","south","10:14:00","10:35:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2013-04-14,"BTR,MJB","upstream","south","10:14:00","10:35:00","Smith's Black-headed Snake","Tantilla hobartsmithi",1,NA,"Found under a rock and was digging to escape; orange on belly, no collar, tan/golden-brown body, black head"
"Ave67","Urban","NotRestored","Ephemeral",2013-04-14,"BTR,MJB","upstream","center","10:38:00","10:40:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2013-04-14,"BTR,MJB","upstream","north","10:43:00","10:48:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2013-04-15,"BTR,MJB","midstream","south","08:11:00","08:23:00","Western Banded Gecko","Coleonyx variegatus",2,NA,"together under log with 1x UTST"
"Tonto","NonUrban","NotRestored","Perennial",2013-04-15,"BTR,MJB","midstream","south","08:11:00","08:23:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"under log with 2x COVA"
"Tonto","NonUrban","NotRestored","Perennial",2013-04-15,"BTR,MJB","midstream","center","08:27:00","08:38:00",NA,NA,NA,"MID_C: saw CRAT within 20m of plot",NA
"Tonto","NonUrban","NotRestored","Perennial",2013-04-15,"BTR,MJB","downstream","south","08:50:00","09:00:00",NA,NA,NA,"DWN_S: saw CADR or Greater Earless Lizard within 10m of south end of plot",NA
"Tonto","NonUrban","NotRestored","Perennial",2013-04-15,"BTR,MJB","downstream","center","09:06:00","09:24:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2013-04-15,"BTR,MJB","downstream","north","09:35:00","09:47:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2013-04-15,"BTR,MJB","midstream","north","10:00:00","10:29:00","Tiger Whiptail ","Aspidoscelis tigris",1,"MID_N: PEFA nesting on cliff north of river",NA
"Tonto","NonUrban","NotRestored","Perennial",2013-04-15,"BTR,MJB","midstream","north","10:00:00","10:29:00","Zebra-tailed Lizard","Callisaurus draconoides",3,"MID_N: PEFA nesting on cliff north of river","in dropbox: pix ""CADR female 2"""
"Tonto","NonUrban","NotRestored","Perennial",2013-04-15,"BTR,MJB","midstream","north","10:00:00","10:29:00","Common Side-blotched Lizard","Uta stansburiana",1,"MID_N: PEFA nesting on cliff north of river",NA
"Tonto","NonUrban","NotRestored","Perennial",2013-04-15,"BTR,MJB","upstream","north","11:16:00","11:29:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2013-04-15,"BTR,MJB","upstream","north","11:16:00","11:29:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2013-04-15,"BTR,MJB","upstream","center","11:35:00","11:44:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2013-04-15,"BTR,MJB","upstream","south","11:52:00","12:10:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2013-04-15,"BTR,MJB","upstream","south","11:52:00","12:10:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2013-04-15,"BTR,MJB","upstream","south","11:52:00","12:10:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,"in dropbox: pix ""CADR female 1"""
"BM","Urban","Restored","Perennial",2013-04-17,"BTR,MJB","downstream","south","09:07:00","09:16:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2013-04-17,"BTR,MJB","midstream","south","09:22:00","09:31:00",NA,NA,NA,"MID_S: Saw 1 CADR and 1 ASTI in this plot when birding on a previous day",NA
"BM","Urban","Restored","Perennial",2013-04-17,"BTR,MJB","upstream","south","09:40:00","10:02:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"BM","Urban","Restored","Perennial",2013-04-17,"BTR,MJB","upstream","south","09:40:00","10:02:00","Unidentified Lizard",NA,1,NA,"Most likely CADR - light colored, ran very fast with tail up, pushed high off ground, and has long limbs"
"BM","Urban","Restored","Perennial",2013-04-17,"BTR,MJB","downstream","north","10:25:00","10:32:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2013-04-17,"BTR,MJB","midstream","north","10:39:00","10:47:00",NA,NA,NA,"MID_N: Windy",NA
"BM","Urban","Restored","Perennial",2013-04-17,"BTR,MJB","upstream","north","10:51:00","10:59:00",NA,NA,NA,"UP_N: Windy. Saw UNLI on log within 10m of plot",NA
"BM","Urban","Restored","Perennial",2013-04-17,"BTR,MJB","upstream","center","11:05:00","11:11:00",NA,NA,NA,"UP_C: Windy",NA
"BM","Urban","Restored","Perennial",2013-04-17,"BTR,MJB","midstream","center","11:17:00","11:27:00","Tiger Whiptail ","Aspidoscelis tigris",1,"MID_C:  Windy",NA
"BM","Urban","Restored","Perennial",2013-04-17,"BTR,MJB","midstream","center","11:17:00","11:27:00","Common Side-blotched Lizard","Uta stansburiana",2,"MID_C:  Windy","under log together"
"BM","Urban","Restored","Perennial",2013-04-17,"BTR,MJB","downstream","center","11:32:00","11:54:00","Ornate Tree Lizard","Urosaurus ornata",1,NA,"on willow branch"
"Ave35","Urban","NotRestored","Ephemeral",2013-06-11,"BTR,MJB","upstream","south","06:01:00","06:10:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-06-11,"BTR,MJB","upstream","center","06:13:00","06:22:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-06-11,"BTR,MJB","upstream","north","06:34:00","06:45:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-06-11,"BTR,MJB","midstream","north","06:52:00","07:06:00","Unidentified Lizard",NA,1,NA,"Saw briefly in riprap then disappeared under rocks."
"Ave35","Urban","NotRestored","Ephemeral",2013-06-11,"BTR,MJB","midstream","center","07:12:00","07:18:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-06-11,"BTR,MJB","midstream","south","07:20:00","07:34:00","Zebra-tailed Lizard","Callisaurus draconoides",2,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-06-11,"BTR,MJB","downstream","south","07:44:00","07:53:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-06-11,"BTR,MJB","downstream","center","07:56:00","08:03:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-06-11,"BTR,MJB","downstream","north","08:06:00","08:33:00","Ornate Tree Lizard","Urosaurus ornata",2,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-06-11,"BTR,MJB","downstream","north","08:06:00","08:33:00","Unidentified Lizard",NA,1,NA,"Most likely UROR"
"Ave35","Urban","NotRestored","Ephemeral",2013-06-11,"BTR,MJB","downstream","north","08:06:00","08:33:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2013-06-11,"BTR,MJB","downstream","north","08:06:00","08:33:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","upstream","south","06:22:00","06:33:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","upstream","center","06:40:00","07:23:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","upstream","center","06:40:00","07:23:00","Unidentified Lizard",NA,1,NA,"Hatchling"
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","upstream","center","06:40:00","07:23:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,"Both are hatchlings"
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","upstream","north","07:27:00","07:43:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","midstream","north","07:57:00","08:17:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","midstream","center","08:22:00","08:39:00","Common Side-blotched Lizard","Uta stansburiana",3,NA,NA
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","midstream","center","08:22:00","08:39:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,"Both are hatchlings"
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","downstream","north","08:45:00","09:05:00","Ornate Tree Lizard","Urosaurus ornata",5,NA,NA
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","midstream","south","09:28:00","09:45:00","Common Side-blotched Lizard","Uta stansburiana",2,"MID_S: water present in approx 1m at North end of plot","Juveniles"
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","midstream","south","09:28:00","09:45:00","Unidentified Lizard",NA,1,"MID_S: water present in approx 1m at North end of plot",NA
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","midstream","south","09:28:00","09:45:00","Unidentified Lizard",NA,1,"MID_S: water present in approx 1m at North end of plot","possible UTST"
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","midstream","south","09:28:00","09:45:00","Common Side-blotched Lizard","Uta stansburiana",1,"MID_S: water present in approx 1m at North end of plot","Hatchling"
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","downstream","south","09:52:00","10:04:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","downstream","center","10:16:00","10:45:00","Ornate Tree Lizard","Urosaurus ornata",1,"DWN_C: water in most of plot",NA
"Rio","Urban","Restored","Perennial",2013-06-12,"BTR,MJB","downstream","center","10:16:00","10:45:00","American Bullfrog","Lithobates catesbeiana",1,"DWN_C: water in most of plot",NA
"Price","Urban","NotRestored","Perennial",2013-06-13,"BTR,MJB","downstream","south","06:12:00","06:26:00",NA,NA,NA,NA,NA
